sample_code,population,count,total_count,percentage
sample04754,cd8_t_cell,24396,102782,23.735673561518553
sample04754,monocyte,20108,102782,19.563736841081123
sample04754,nk_cell,11763,102782,11.444610924091766
sample04755,b_cell,15589,96949,16.079588237114358
sample04755,cd4_t_cell,19659,96949,20.27767176556746
sample04755,cd8_t_cell,30810,96949,31.779595457405442
sample04755,monocyte,23723,96949,24.4695664730941
sample04755,nk_cell,7168,96949,7.393578066818636
sample04756,b_cell,9977,107826,9.252870365218037
sample04756,cd4_t_cell,36702,107826,34.03817261142952
sample04756,cd8_t_cell,15946,107826,14.788640958581418
sample04756,monocyte,21605,107826,20.03691132008977
sample04756,nk_cell,23596,107826,21.883404744681243
sample04757,b_cell,7360,98531,7.469730338675137
sample04757,cd4_t_cell,24702,98531,25.070282449178432
sample04757,cd8_t_cell,24467,98531,24.831778831027798
sample04757,monocyte,32191,98531,32.670936050583066
sample04757,nk_cell,9811,98531,9.957272330535567
sample04758,b_cell,12414,111601,11.123556240535478
sample04758,cd4_t_cell,29820,111601,26.720190679294987
sample04758,cd8_t_cell,27428,111601,24.57684070931264
sample04758,monocyte,29840,111601,26.738111665666075
sample04758,nk_cell,12099,111601,10.841300705190813
sample04759,b_cell,14043,99042,14.178833222269342
sample04759,cd4_t_cell,26734,99042,26.99258900264534
sample04759,cd8_t_cell,27311,99042,27.575170129843908
sample04759,monocyte,18265,99042,18.441671210193654
sample04759,nk_cell,12689,99042,12.811736435047758
sample04760,b_cell,20406,106136,19.226275721715535
sample04760,cd4_t_cell,25634,106136,24.15203135599608
sample04760,cd8_t_cell,16386,106136,15.438682445164694
sample04760,monocyte,25327,106136,23.86277982965252
sample04760,nk_cell,18383,106136,17.32023064747117
sample04761,b_cell,5564,88313,6.300318186450466
sample04761,cd4_t_cell,21379,88313,24.20821396623374
sample04761,cd8_t_cell,26934,88313,30.498341127580307
sample04761,monocyte,21205,88313,24.011187480891827
sample04761,nk_cell,13231,88313,14.981939238843658
sample04762,b_cell,4788,95744,5.000835561497326
sample04762,cd4_t_cell,43344,95744,45.27072192513369
sample04762,cd8_t_cell,17410,95744,18.183907085561497
sample04762,monocyte,14450,95744,15.092329545454545
sample04762,nk_cell,15752,95744,16.452205882352942
sample04763,b_cell,7296,103688,7.036494097677648
sample04763,cd4_t_cell,38477,103688,37.10844070673559
sample04763,cd8_t_cell,27591,103688,26.609636602114033
sample04763,monocyte,16961,103688,16.35772702723555
sample04763,nk_cell,13363,103688,12.887701566237173
sample04764,b_cell,13127,108737,12.072247716968466
sample04764,cd4_t_cell,31877,108737,29.31568831216605
sample04764,cd8_t_cell,22428,108737,20.625913902351545
sample04764,monocyte,23898,108737,21.977799645015036
sample04764,nk_cell,17407,108737,16.0083504234989
sample04765,b_cell,13085,101855,12.846693829463455
sample04765,cd4_t_cell,27445,101855,26.945167149379017
sample04765,cd8_t_cell,21257,101855,20.869864022384764
sample04765,monocyte,30899,101855,30.336262333709684
sample04765,nk_cell,9169,101855,9.00201266506308
sample04766,b_cell,8794,94176,9.337835541963981
sample04766,cd4_t_cell,31701,94176,33.661442405708456
sample04766,cd8_t_cell,19605,94176,20.817405708460754
sample04766,monocyte,18061,94176,19.17792218824329
sample04766,nk_cell,16015,94176,17.005394155623513
sample04767,b_cell,11055,108474,10.191382266718293
sample04767,cd4_t_cell,33696,108474,31.06366502572045
sample04767,cd8_t_cell,22830,108474,21.046518059627193
sample04767,monocyte,21336,108474,19.66922949278168
sample04767,nk_cell,19557,108474,18.029205155152386
sample04768,b_cell,14938,93945,15.900793017190908
sample04768,cd4_t_cell,32449,93945,34.54042258768428
sample04768,cd8_t_cell,15310,93945,16.296769386343072
sample04768,monocyte,20784,93945,22.123582947469263
sample04768,nk_cell,10464,93945,11.13843206131247
sample04769,b_cell,14016,108043,12.97261275603232
sample04769,cd4_t_cell,37921,108043,35.09806280832631
sample04769,cd8_t_cell,18189,108043,16.834963856982867
sample04769,monocyte,23681,108043,21.918125190896216
sample04769,nk_cell,14236,108043,13.176235387762281
sample04770,b_cell,5911,94297,6.2684921047329185
sample04770,cd4_t_cell,30683,94297,32.53868097606499
sample04770,cd8_t_cell,24348,94297,25.820545722557455
sample04770,monocyte,20665,94297,21.914801107140207
sample04770,nk_cell,12690,94297,13.45748008950444
sample04771,b_cell,9142,105990,8.62534201339749
sample04771,cd4_t_cell,28515,105990,26.903481460515145
sample04771,cd8_t_cell,30893,105990,29.1470893480517
sample04771,monocyte,23736,105990,22.394565525049533
sample04771,nk_cell,13704,105990,12.929521652986132
sample04772,b_cell,4377,102825,4.256746900072939
sample04772,cd4_t_cell,28272,102825,27.495258935083882
sample04772,cd8_t_cell,30362,102825,29.52783856066132
sample04772,monocyte,24003,102825,23.34354485776805
sample04772,nk_cell,15811,102825,15.37661074641381
sample04773,b_cell,15820,111157,14.232122133558839
sample04773,cd4_t_cell,29558,111157,26.591217827037433
sample04773,cd8_t_cell,32587,111157,29.316192412533624
sample04773,monocyte,20058,111157,18.04474751927454
sample04773,nk_cell,13134,111157,11.815720107595563
sample04774,b_cell,9858,110302,8.937281282297691
sample04774,cd4_t_cell,33538,110302,30.40561367880909
sample04774,cd8_t_cell,31794,110302,28.824500009066018
sample04774,monocyte,18363,110302,16.647930227919712
sample04774,nk_cell,16749,110302,15.18467480190749
sample04775,b_cell,4238,106951,3.962562294882703
sample04775,cd4_t_cell,28339,106951,26.497180952024756
sample04775,cd8_t_cell,31072,106951,29.052556778337745
sample04775,monocyte,18956,106951,17.724004450636272
sample04775,nk_cell,24346,106951,22.76369552411852
sample04776,b_cell,12585,97466,12.912195021853776
sample04776,cd4_t_cell,36616,97466,37.56797242115199
sample04776,cd8_t_cell,23155,97466,23.757002441877166
sample04776,monocyte,18672,97466,19.157449777358256
sample04776,nk_cell,6438,97466,6.605380337758808
sample04777,b_cell,15562,95562,16.284715681965633
sample04777,cd4_t_cell,20191,95562,21.1286913208179
sample04777,cd8_t_cell,18648,95562,19.51403277453381
sample04777,monocyte,21961,95562,22.98089198635441
sample04777,nk_cell,19200,95562,20.091668236328246
sample04778,b_cell,12899,106815,12.07601928568085
sample04778,cd4_t_cell,34922,106815,32.69391003136264
sample04778,cd8_t_cell,25074,106815,23.47423114731077
sample04778,monocyte,16769,106815,15.69910593081496
sample04778,nk_cell,17151,106815,16.056733604830782
sample04779,b_cell,8478,90699,9.347401845665333
sample04779,cd4_t_cell,23797,90699,26.237334479983243
sample04779,cd8_t_cell,22495,90699,24.801816999084885
sample04779,monocyte,17685,90699,19.498561174875135
sample04779,nk_cell,18244,90699,20.114885500391406
sample04780,b_cell,10352,101558,10.19319009826897
sample04780,cd4_t_cell,35917,101558,35.36599775497745
sample04780,cd8_t_cell,24272,101558,23.899643553437443
sample04780,monocyte,20233,101558,19.922605801610903
sample04780,nk_cell,10784,101558,10.618562791705234
sample04781,b_cell,6396,91707,6.97438581569564
sample04781,cd4_t_cell,28805,91707,31.40981604457675
sample04781,cd8_t_cell,25472,91707,27.775415180956742
sample04781,monocyte,23360,91707,25.47242849509852
sample04781,nk_cell,7674,91707,8.367954463672348
sample04782,b_cell,9263,106591,8.690227129870252
sample04782,cd4_t_cell,29193,106591,27.38786576727866
sample04782,cd8_t_cell,22303,106591,20.923905395389855
sample04782,monocyte,25372,106591,23.803135349138298
sample04782,nk_cell,20460,106591,19.194866358322933
sample04783,b_cell,6652,103278,6.440868335947636
sample04783,cd4_t_cell,33741,103278,32.67007494335677
sample04783,cd8_t_cell,30393,103278,29.42833904606983
sample04783,monocyte,20110,103278,19.47171711303472
sample04783,nk_cell,12382,103278,11.989000561591045
sample04784,b_cell,8232,104526,7.875552494116296
sample04784,cd4_t_cell,38251,104526,36.59472284407707
sample04784,cd8_t_cell,28603,104526,27.364483477794998
sample04784,monocyte,19587,104526,18.738878365191436
sample04784,nk_cell,9853,104526,9.426362818820198
sample04785,b_cell,8762,107907,8.11995514656139
sample04785,cd4_t_cell,28616,107907,26.519132215704268
sample04785,cd8_t_cell,31666,107907,29.34564022723271
sample04785,monocyte,20249,107907,18.76523302473426
sample04785,nk_cell,18614,107907,17.250039385767373
sample04786,b_cell,10436,91181,11.44536690757943
sample04786,cd4_t_cell,32129,91181,35.2365076057512
sample04786,cd8_t_cell,17011,91181,18.6562990096621
sample04786,monocyte,19681,91181,21.584540638948905
sample04786,nk_cell,11924,91181,13.077285838058367
sample04787,b_cell,14658,100604,14.569997216810465
sample04787,cd4_t_cell,33355,100604,33.154745338157525
sample04787,cd8_t_cell,23860,100604,23.716750825016895
sample04787,monocyte,12440,100604,12.365313506421217
sample04787,nk_cell,16291,100604,16.193193113593892
sample04788,b_cell,10750,97418,11.034921677718696
sample04788,cd4_t_cell,30275,97418,31.077418957482188
sample04788,cd8_t_cell,20537,97418,21.08131967398222
sample04788,monocyte,15908,97418,16.329631074339446
sample04788,nk_cell,19948,97418,20.47670861647745
sample04789,b_cell,9417,100253,9.39323511515865
sample04789,cd4_t_cell,28639,100253,28.566726182757623
sample04789,cd8_t_cell,27078,100253,27.009665546168193
sample04789,monocyte,23397,100253,23.33795497391599
sample04789,nk_cell,11722,100253,11.69241818199954
sample04790,b_cell,12918,97024,13.314231530343006
sample04790,cd4_t_cell,25462,97024,26.24299142480211
sample04790,cd8_t_cell,25428,97024,26.207948548812666
sample04790,monocyte,20770,97024,21.407074538258573
sample04790,nk_cell,12446,97024,12.827753957783642
sample04791,b_cell,12499,98196,12.72862438388529
sample04791,cd4_t_cell,36756,98196,37.431259929121346
sample04791,cd8_t_cell,16706,98196,17.012912949610982
sample04791,monocyte,23647,98196,24.08142897877714
sample04791,nk_cell,8588,98196,8.745773758605239
sample04792,b_cell,7782,110912,7.016373341027121
sample04792,cd4_t_cell,28089,110912,25.325483266012693
sample04792,cd8_t_cell,32654,110912,29.441358915175996
sample04792,monocyte,18730,110912,16.887261973456432
sample04792,nk_cell,23657,110912,21.329522504327755
sample04793,b_cell,9838,106046,9.277106161477095
sample04793,cd4_t_cell,35625,106046,33.593912075891595
sample04793,cd8_t_cell,31654,106046,29.84931067649888
sample04793,monocyte,18747,106046,17.6781773947155
sample04793,nk_cell,10182,106046,9.601493691416932
sample04794,b_cell,6231,100709,6.1871332254316895
sample04794,cd4_t_cell,38633,100709,38.36102036560784
sample04794,cd8_t_cell,26024,100709,25.840788807355846
sample04794,monocyte,15422,100709,15.313427796919838
sample04794,nk_cell,14399,100709,14.297629804684785
sample04795,b_cell,10987,101246,10.851786737253818
sample04795,cd4_t_cell,30389,101246,30.015012938782764
sample04795,cd8_t_cell,24064,101246,23.76785255713806
sample04795,monocyte,21982,101246,21.711475021235408
sample04795,nk_cell,13824,101246,13.653872745589949
sample04796,b_cell,12337,91609,13.467017432784989
sample04796,cd4_t_cell,20138,91609,21.982556299053588
sample04796,cd8_t_cell,28173,91609,30.753528583436125
sample04796,monocyte,18534,91609,20.231636629588795
sample04796,nk_cell,12427,91609,13.565261055136505
sample04797,b_cell,7062,97376,7.252300361485377
sample04797,cd4_t_cell,25241,97376,25.921171541242195
sample04797,cd8_t_cell,25983,97376,26.683166283273085
sample04797,monocyte,25017,97376,25.691135392704567
sample04797,nk_cell,14073,97376,14.452226421294775
sample04798,b_cell,5772,99131,5.822598379921518
sample04798,cd4_t_cell,25845,99131,26.07156187267353
sample04798,cd8_t_cell,31403,99131,31.67828429048431
sample04798,monocyte,21818,99131,22.009260473514843
sample04798,nk_cell,14293,99131,14.418294983405797
sample04799,b_cell,11491,94295,12.186224083991728
sample04799,cd4_t_cell,19289,94295,20.456015695423936
sample04799,cd8_t_cell,27660,94295,29.333474733548968
sample04799,monocyte,22590,94295,23.956731534015592
sample04799,nk_cell,13265,94295,14.067553953019779
sample04800,b_cell,11379,95511,11.913810974652133
sample04800,cd4_t_cell,26608,95511,27.858571264042887
sample04800,cd8_t_cell,28682,95511,30.030048894891685
sample04800,monocyte,16793,95511,17.58226801101444
sample04800,nk_cell,12049,95511,12.615300855398853
sample04801,b_cell,8615,103184,8.349162660877656
sample04801,cd4_t_cell,31463,103184,30.492130562877968
sample04801,cd8_t_cell,25164,103184,24.387501938285006
sample04801,monocyte,21374,103184,20.714451853000465
sample04801,nk_cell,16568,103184,16.05675298495891
sample04802,b_cell,6635,95894,6.9190981708970325
sample04802,cd4_t_cell,29316,95894,30.571255761570065
sample04802,cd8_t_cell,25863,95894,26.97040482199095
sample04802,monocyte,18190,95894,18.968861451185685
sample04802,nk_cell,15890,95894,16.570379794356267
sample04803,b_cell,10868,102710,10.581248174471813
sample04803,cd4_t_cell,27492,102710,26.766624476681923
sample04803,cd8_t_cell,27914,102710,27.177490020445916
sample04803,monocyte,20286,102710,19.750754551650278
sample04803,nk_cell,16150,102710,15.723882776750072
sample04804,b_cell,10113,104393,9.687431149598154
sample04804,cd4_t_cell,35109,104393,33.63156533484046
sample04804,cd8_t_cell,23827,104393,22.824327301639
sample04804,monocyte,23993,104393,22.983341794947936
sample04804,nk_cell,11351,104393,10.873334418974451
sample04805,b_cell,11241,104249,10.782837245441202
sample04805,cd4_t_cell,28606,104249,27.440071367591056
sample04805,cd8_t_cell,31449,104249,30.167195848401423
sample04805,monocyte,9827,104249,9.42646931865054
sample04805,nk_cell,23126,104249,22.183426219915777
sample04806,b_cell,9011,108567,8.299943813497656
sample04806,cd4_t_cell,33115,108567,30.501902051267884
sample04806,cd8_t_cell,22158,108567,20.40951670397082
sample04806,monocyte,27831,108567,25.634861421979053
sample04806,nk_cell,16452,108567,15.15377600928459
sample04807,b_cell,7870,94505,8.327601714195017
sample04807,cd4_t_cell,26758,94505,28.313845828263055
sample04807,cd8_t_cell,25279,94505,26.748849267234537
sample04807,monocyte,23160,94505,24.50663986032485
sample04807,nk_cell,11438,94505,12.10306332998254
sample04808,b_cell,6558,111085,5.903587343025611
sample04808,cd4_t_cell,42428,111085,38.194175631273346
sample04808,cd8_t_cell,19040,111085,17.140027906558043
sample04808,monocyte,21426,111085,19.28793266417608
sample04808,nk_cell,21633,111085,19.47427645496692
sample04809,b_cell,14315,102663,13.943679806746346
sample04809,cd4_t_cell,28342,102663,27.606830114062515
sample04809,cd8_t_cell,29978,102663,29.200393520547813
sample04809,monocyte,17050,102663,16.607735990571094
sample04809,nk_cell,12978,102663,12.641360568072235
sample04810,b_cell,13204,105983,12.458601851240294
sample04810,cd4_t_cell,33282,105983,31.403149561722167
sample04810,cd8_t_cell,26618,105983,25.11534868799713
sample04810,monocyte,16107,105983,15.19772038911901
sample04810,nk_cell,16772,105983,15.825179509921403
sample04811,b_cell,11697,91431,12.793253929192506
sample04811,cd4_t_cell,28919,91431,31.629316096291195
sample04811,cd8_t_cell,19612,91431,21.450055232907875
sample04811,monocyte,16676,91431,18.23889052947031
sample04811,nk_cell,14527,91431,15.888484212138115
sample04812,b_cell,8043,107488,7.4826957427805905
sample04812,cd4_t_cell,33226,107488,30.911357546888958
sample04812,cd8_t_cell,26778,107488,24.9125483774933
sample04812,monocyte,24435,107488,22.73277016969336
sample04812,nk_cell,15006,107488,13.960628163143793
sample04813,b_cell,8121,104629,7.761710424452112
sample04813,cd4_t_cell,37840,104629,36.16588135220637
sample04813,cd8_t_cell,25644,104629,24.509457225052326
sample04813,monocyte,15907,104629,15.20324193101339
sample04813,nk_cell,17117,104629,16.359709067275805
sample04814,b_cell,13529,108562,12.462003279232144
sample04814,cd4_t_cell,28752,108562,26.484405224664247
sample04814,cd8_t_cell,31519,108562,29.033179197140807
sample04814,monocyte,21561,108562,19.86054052062416
sample04814,nk_cell,13201,108562,12.159871778338644
sample04815,b_cell,6222,100996,6.160640025347538
sample04815,cd4_t_cell,36839,100996,36.47570200800032
sample04815,cd8_t_cell,24013,100996,23.77618915600618
sample04815,monocyte,21467,100996,21.255297239494634
sample04815,nk_cell,12455,100996,12.332171571151333
sample04816,b_cell,6166,101241,6.090417913691094
sample04816,cd4_t_cell,34962,101241,34.53344000948233
sample04816,cd8_t_cell,22367,101241,22.092828004464593
sample04816,monocyte,21682,101241,21.41622465206784
sample04816,nk_cell,16064,101241,15.86708942029415
sample04817,b_cell,12459,91012,13.689403595130312
sample04817,cd4_t_cell,27538,91012,30.25754845514877
sample04817,cd8_t_cell,21451,91012,23.56941941721971
sample04817,monocyte,14502,91012,15.934162528018284
sample04817,nk_cell,15062,91012,16.549466004482927
sample04818,b_cell,15680,107741,14.55341977520164
sample04818,cd4_t_cell,29713,107741,27.57817358294428
sample04818,cd8_t_cell,23250,107741,21.579528684530494
sample04818,monocyte,24816,107741,23.033014358507902
sample04818,nk_cell,14282,107741,13.25586359881568
sample04819,b_cell,10232,112193,9.119998573886072
sample04819,cd4_t_cell,35571,112193,31.705186598094354
sample04819,cd8_t_cell,31834,112193,28.37431925342936
sample04819,monocyte,20636,112193,18.393304395104863
sample04819,nk_cell,13920,112193,12.40719117948535
sample04820,b_cell,7193,109966,6.541112707564157
sample04820,cd4_t_cell,40311,109966,36.65769419638797
sample04820,cd8_t_cell,20686,109966,18.81126893767164
sample04820,monocyte,19281,109966,17.53360129494571
sample04820,nk_cell,22495,109966,20.456322863430515
sample04821,b_cell,16562,102834,16.105568197288832
sample04821,cd4_t_cell,24074,102834,23.410545150436626
sample04821,cd8_t_cell,25290,102834,24.59303343252232
sample04821,monocyte,18645,102834,18.131162844973453
sample04821,nk_cell,18263,102834,17.75969037477877
sample04822,b_cell,10076,107325,9.388306545539251
sample04822,cd4_t_cell,32100,107325,29.909154437456326
sample04822,cd8_t_cell,31645,107325,29.485208478919173
sample04822,monocyte,12283,107325,11.4446773817843
sample04822,nk_cell,21221,107325,19.772653156300954
sample04823,b_cell,12433,95244,13.053840661878963
sample04823,cd4_t_cell,23201,95244,24.35953970853807
sample04823,cd8_t_cell,24627,95244,25.856746881693336
sample04823,monocyte,15257,95244,16.018856830876484
sample04823,nk_cell,19726,95244,20.711015917013146
sample04824,b_cell,13878,97585,14.221447968437772
sample04824,cd4_t_cell,37993,97585,38.93323769021879
sample04824,cd8_t_cell,18245,97585,18.696520981708254
sample04824,monocyte,14586,97585,14.946969308807706
sample04824,nk_cell,12883,97585,13.201824050827485
sample04825,b_cell,6259,99761,6.2739948476859695
sample04825,cd4_t_cell,24787,99761,24.846382855023506
sample04825,cd8_t_cell,23373,99761,23.428995298764047
sample04825,monocyte,25081,99761,25.14108719840419
sample04825,nk_cell,20261,99761,20.30953980012229
sample04826,b_cell,9799,103941,9.427463657267102
sample04826,cd4_t_cell,35197,103941,33.86247967597002
sample04826,cd8_t_cell,27472,103941,26.430378772572904
sample04826,monocyte,15219,103941,14.641960342886831
sample04826,nk_cell,16254,103941,15.637717551303144
sample04827,b_cell,14030,92747,15.127173924763065
sample04827,cd4_t_cell,26796,92747,28.891500533709984
sample04827,cd8_t_cell,20153,92747,21.729004711742697
sample04827,monocyte,18575,92747,20.02760197095324
sample04827,nk_cell,13193,92747,14.224718858831015
sample04828,b_cell,6960,100843,6.901817676983033
sample04828,cd4_t_cell,29391,100843,29.14530507819085
sample04828,cd8_t_cell,29877,100843,29.627242347014665
sample04828,monocyte,20051,100843,19.88338308063029
sample04828,nk_cell,14564,100843,14.442251817181162
sample04829,b_cell,11940,105494,11.318179232942157
sample04829,cd4_t_cell,31599,105494,29.953362276527574
sample04829,cd8_t_cell,24424,105494,23.1520276034656
sample04829,monocyte,21020,105494,19.925303808747415
sample04829,nk_cell,16511,105494,15.65112707831725
sample04830,b_cell,11642,104626,11.127253264007035
sample04830,cd4_t_cell,24356,104626,23.27910844340795
sample04830,cd8_t_cell,23386,104626,22.3519966356355
sample04830,monocyte,25391,104626,24.268346300154835
sample04830,nk_cell,19851,104626,18.97329535679468
sample04831,b_cell,7395,95929,7.708826319465438
sample04831,cd4_t_cell,27268,95929,28.425189463040372
sample04831,cd8_t_cell,23037,95929,24.014635824411805
sample04831,monocyte,22154,95929,23.094163391675092
sample04831,nk_cell,16075,95929,16.75718500140729
sample04832,b_cell,8795,91720,9.588966419537725
sample04832,cd4_t_cell,23535,91720,25.659616223288268
sample04832,cd8_t_cell,29120,91720,31.74880069777584
sample04832,monocyte,15691,91720,17.10750109027475
sample04832,nk_cell,14579,91720,15.89511556912342
sample04833,b_cell,12753,101179,12.60439419247077
sample04833,cd4_t_cell,33934,101179,33.53858014014766
sample04833,cd8_t_cell,26287,101179,25.98068769211002
sample04833,monocyte,11439,101179,11.305705729449787
sample04833,nk_cell,16766,101179,16.570632245821763
sample04834,b_cell,13594,104351,13.02718708972602
sample04834,cd4_t_cell,21212,104351,20.327548370403733
sample04834,cd8_t_cell,32297,104351,30.950350260179587
sample04834,monocyte,17648,104351,16.9121522553689
sample04834,nk_cell,19600,104351,18.782762024321762
sample04835,b_cell,12089,107626,11.232415958969021
sample04835,cd4_t_cell,23362,107626,21.706650809284003
sample04835,cd8_t_cell,31926,107626,29.663835876089422
sample04835,monocyte,30717,107626,28.54050136584097
sample04835,nk_cell,9532,107626,8.856595989816588
sample04836,b_cell,6544,105994,6.1739343736437915
sample04836,cd4_t_cell,33964,105994,32.04332320697398
sample04836,cd8_t_cell,29660,105994,27.982716002792614
sample04836,monocyte,17883,105994,16.871709719418078
sample04836,nk_cell,17943,105994,16.92831669717154
sample04837,b_cell,9669,96272,10.043418647166362
sample04837,cd4_t_cell,25415,96272,26.399160711317933
sample04837,cd8_t_cell,22294,96272,23.157304304470667
sample04837,monocyte,20875,96272,21.683355492770485
sample04837,nk_cell,18019,96272,18.716760844274553
sample04838,b_cell,4038,105917,3.8124191583976135
sample04838,cd4_t_cell,28043,105917,26.476391891764305
sample04838,cd8_t_cell,24583,105917,23.209683053711867
sample04838,monocyte,35418,105917,33.4393912214281
sample04838,nk_cell,13835,105917,13.062114674698114
sample04839,b_cell,14485,93007,15.574096573376197
sample04839,cd4_t_cell,24376,93007,26.208779984302254
sample04839,cd8_t_cell,24752,93007,26.613050630597694
sample04839,monocyte,15220,93007,16.364359671852657
sample04839,nk_cell,14174,93007,15.239713139871192
sample04840,b_cell,14040,108586,12.929843626250163
sample04840,cd4_t_cell,28601,108586,26.339491278802058
sample04840,cd8_t_cell,22353,108586,20.585526679314093
sample04840,monocyte,25448,108586,23.435802037095023
sample04840,nk_cell,18144,108586,16.70933637853867
sample04841,b_cell,10128,104592,9.683340982101882
sample04841,cd4_t_cell,33992,104592,32.499617561572585
sample04841,cd8_t_cell,31776,104592,30.380908673703534
sample04841,monocyte,12818,104592,12.25523940645556
sample04841,nk_cell,15878,104592,15.180893376166438
sample04842,b_cell,11768,104911,11.217126898037383
sample04842,cd4_t_cell,24986,104911,23.816377691567137
sample04842,cd8_t_cell,40111,104911,38.23335970489271
sample04842,monocyte,17546,104911,16.724652324351116
sample04842,nk_cell,10500,104911,10.008483381151642
sample04843,b_cell,7020,95018,7.3880738386411
sample04843,cd4_t_cell,27068,95018,28.487233997768847
sample04843,cd8_t_cell,22620,95018,23.80601570228799
sample04843,monocyte,25121,95018,26.43814856132522
sample04843,nk_cell,13189,95018,13.880527899976848
sample04844,b_cell,16302,108467,15.029455963564956
sample04844,cd4_t_cell,36876,108467,33.99743700849106
sample04844,cd8_t_cell,24602,108467,22.681552914711386
sample04844,monocyte,20376,108467,18.78543704536864
sample04844,nk_cell,10311,108467,9.50611706786396
sample04845,b_cell,13865,111418,12.444129314832434
sample04845,cd4_t_cell,34297,111418,30.782279344450625
sample04845,cd8_t_cell,30238,111418,27.139241415211185
sample04845,monocyte,17984,111418,16.141018506883988
sample04845,nk_cell,15034,111418,13.493331418621768
sample04846,b_cell,11933,108847,10.96309498654074
sample04846,cd4_t_cell,26677,108847,24.508714066533756
sample04846,cd8_t_cell,35421,108847,32.54200850735436
sample04846,monocyte,16356,108847,15.026596966384007
sample04846,nk_cell,18460,108847,16.959585473187133
sample04847,b_cell,10189,96460,10.562927638399335
sample04847,cd4_t_cell,33831,96460,35.07256894049347
sample04847,cd8_t_cell,22832,96460,23.669914990669707
sample04847,monocyte,9424,96460,9.769852788720714
sample04847,nk_cell,20184,96460,20.924735641716772
sample04848,b_cell,11304,98408,11.48687098609869
sample04848,cd4_t_cell,23547,98408,23.927932688399316
sample04848,cd8_t_cell,21309,98408,21.65372733924071
sample04848,monocyte,16047,98408,16.30660108934233
sample04848,nk_cell,26201,98408,26.624867896918953
sample04849,b_cell,10467,111294,9.4048196668284
sample04849,cd4_t_cell,30194,111294,27.129944111991662
sample04849,cd8_t_cell,28718,111294,25.803727065250598
sample04849,monocyte,22932,111294,20.604884360342876
sample04849,nk_cell,18983,111294,17.056624795586465
sample04850,b_cell,5360,93896,5.708443384169719
sample04850,cd4_t_cell,29239,93896,31.139771662264632
sample04850,cd8_t_cell,20144,93896,21.453523046775157
sample04850,monocyte,17327,93896,18.45339524580387
sample04850,nk_cell,21826,93896,23.244866660986624
sample04851,b_cell,12808,98283,13.031755237426616
sample04851,cd4_t_cell,22599,98283,22.993803607948475
sample04851,cd8_t_cell,29548,98283,30.064202354425483
sample04851,monocyte,18326,98283,18.646154472289204
sample04851,nk_cell,15002,98283,15.264084327910219
sample04852,b_cell,10180,103729,9.81403464797694
sample04852,cd4_t_cell,35023,103729,33.76394258114895
sample04852,cd8_t_cell,18203,103729,17.548612249226352
sample04852,monocyte,19661,103729,18.954197958140924
sample04852,nk_cell,20662,103729,19.91921256350683
sample04853,b_cell,12488,94245,13.250570322032997
sample04853,cd4_t_cell,21202,94245,22.49668417422675
sample04853,cd8_t_cell,29824,94245,31.645180115656004
sample04853,monocyte,13544,94245,14.371054167329833
sample04853,nk_cell,17187,94245,18.236511220754416
sample04854,b_cell,8822,90080,9.793516873889875
sample04854,cd4_t_cell,28031,90080,31.11789520426288
sample04854,cd8_t_cell,21128,90080,23.454706927175845
sample04854,monocyte,19141,90080,21.248889875666073
sample04854,nk_cell,12958,90080,14.384991119005328
sample04855,b_cell,7161,104613,6.8452295603796856
sample04855,cd4_t_cell,33325,104613,31.855505529905457
sample04855,cd8_t_cell,29057,104613,27.775706652136922
sample04855,monocyte,20690,104613,19.777656696586465
sample04855,nk_cell,14380,104613,13.745901560991463
sample04856,b_cell,6637,105669,6.28093385950468
sample04856,cd4_t_cell,37871,105669,35.83927168800689
sample04856,cd8_t_cell,18545,105669,17.550085644796486
sample04856,monocyte,25560,105669,24.188740311728132
sample04856,nk_cell,17056,105669,16.14096849596381
sample04857,b_cell,5296,95440,5.549036043587594
sample04857,cd4_t_cell,21456,95440,22.48113998323554
sample04857,cd8_t_cell,19934,95440,20.886420787929588
sample04857,monocyte,31975,95440,33.50272422464376
sample04857,nk_cell,16779,95440,17.58067896060352
sample04858,b_cell,5326,100462,5.301507037486811
sample04858,cd4_t_cell,36109,100462,35.942943600565386
sample04858,cd8_t_cell,20640,100462,20.545081722442315
sample04858,monocyte,25642,100462,25.5240787561466
sample04858,nk_cell,12745,100462,12.686388883358882
sample04859,b_cell,6824,95529,7.143380544127961
sample04859,cd4_t_cell,34625,95529,36.24553800416627
sample04859,cd8_t_cell,22226,95529,23.26623329041443
sample04859,monocyte,16176,95529,16.933077913513177
sample04859,nk_cell,15678,95529,16.41177024777816
sample04860,b_cell,9559,106702,8.958594965417706
sample04860,cd4_t_cell,28502,106702,26.71177672396019
sample04860,cd8_t_cell,31314,106702,29.34715375531855
sample04860,monocyte,18250,106702,17.103709396262488
sample04860,nk_cell,19077,106702,17.87876515904107
sample04861,b_cell,12200,95244,12.809205829238588
sample04861,cd4_t_cell,26345,95244,27.660535046827096
sample04861,cd8_t_cell,20101,95244,21.104741506026624
sample04861,monocyte,24062,95244,25.263533660913023
sample04861,nk_cell,12536,95244,13.161983956994666
sample04862,b_cell,8327,99803,8.343436570042986
sample04862,cd4_t_cell,26283,99803,26.334879713034674
sample04862,cd8_t_cell,22668,99803,22.7127441058886
